"ID","LAST_NAME","YOUNG_PLAYER","UPDATE_DATE"
2509,"Lewandowski",True,"202409201002"
2508,"Dziewiatowski",True,"202409201002"
2507,"Diaz",False,"202409201002"
2506,"Lončar",False,"202409201002"
2505,"Keramítsis",False,"202409201002"
2504,"Nóbrega",False,"202409201002"
2503,"Furukawa",False,"202409201002"
2502,"Katsantónis",False,"202409201002"
2501,"Kováčik",False,"202409201002"
2500,"Polak",True,"202409201002"
2499,"Bakış",False,"202409201002"
2498,"Wålemark",False,"202409201002"
2497,"Bangaliánis",False,"202409201002"
2496,"Henrique",False,"202409201002"
2495,"Oyedele",True,"202409201002"
2494,"Pllana",False,"202409201002"
2493,"Tsarenko",False,"202409201002"
2492,"Śliczniak",True,"202409201002"
2491,"Wojciechowski",True,"202409201002"
2490,"Čurlinov",False,"202409201002"
2489,"Pitan",True,"202409201002"
2488,"Hoffman",False,"202409201002"
2487,"Kośmicki",True,"202409201002"
2486,"Szady",True,"202409201002"
2485,"Kogut",True,"202409201002"
2484,"Costa Silva",False,"202409201002"
2483,"Capita",False,"202409201002"
2482,"Samper",False,"202409201002"
2481,"Hasić",False,"202409201002"
2480,"Håkans",False,"202409201002"
2479,"Ezeh",False,"202409201002"
2478,"Băluță",False,"202409201002"
2477,"Reguła",True,"202409201002"
2476,"Braut Brunes",False,"202409201002"
2475,"Grzejszczak",True,"202409201002"
2473,"Kosidis",False,"202409201002"
2472,"Smolarczyk",True,"202409201002"
2471,"Alfarela",False,"202409201002"
2470,"Brzyski",True,"202409201002"
2469,"Gmur",True,"202409201002"
2468,"Harciński",True,"202409201002"
2467,"Szczepaniak",True,"202409201002"
2466,"Ortiz",False,"202409201002"
2465,"Romanowski",True,"202409201002"
2464,"Bartnik",True,"202409201002"
2463,"Wendt",False,"202409201002"
2462,"Al-Ammari",False,"202409201002"
2461,"Ismaheel",False,"202409201002"
2460,"Stypułkowski",True,"202409201002"
2459,"Lachowicz",True,"202409201002"
2458,"Zwoźny",True,"202409201002"
2457,"van Buren",False,"202409201002"
2456,"Simon",False,"202409201002"
2455,"Pestka",True,"202409201002"
2454,"Resta",False,"202409201002"
2453,"Barcia",False,"202409201002"
2452,"Gong",False,"202409201002"
2451,"Fiabema",False,"202409201002"
2450,"Brkić",False,"202409201002"
2449,"Lamprou",False,"202409201002"
2448,"Douglas",False,"202409201002"
2447,"Moutinho",False,"202409201002"
2445,"Sejk",False,"202409201002"
2444,"Krajewski",True,"202409201002"
2443,"Kozlovský",False,"202409201002"
2442,"Hajrizi",False,"202409201002"
2441,"Schierack",False,"202409201002"
2440,"Eyamba",False,"202409201002"
2439,"Senger",False,"202409201002"
2438,"Assayag",False,"202409201002"
2436,"Amorim",False,"202409201002"
2435,"Ouattara",False,"202409201002"
2434,"Perchel",True,"202409201002"
2433,"Kieliś",False,"202409201002"
2432,"Blagaić",False,"202409201002"
2431,"Vinagre",False,"202409201002"
2430,"Nsame",False,"202409201002"
2429,"Mendes-Dudziński",True,"202409201002"
2428,"Gonçalves",False,"202409201002"
2427,"Wełniak",False,"202409201002"
2425,"Wójcik",False,"202409201002"
2424,"Wolski",False,"202409201002"
2423,"N'Diaye",False,"202409201002"
2422,"Król",False,"202409201002"
2420,"Gąsior",False,"202409201002"
2419,"Ceglarz",False,"202409201002"
2417,"Luberecki",True,"202409201002"
2415,"Bartoš",False,"202409201002"
2413,"Wjunnyk",False,"202409201002"
2411,"Bobček",False,"202409201002"
2410,"Żelizko",False,"202409201002"
2409,"Kardaś",True,"202409201002"
2408,"Kapić",False,"202409201002"
2407,"D'Arrigo",False,"202409201002"
2406,"Chłań",False,"202409201002"
2405,"Olsson",False,"202409201002"
2404,"Kałahur",False,"202409201002"
2403,"Guého",False,"202409201002"
2402,"Chindriș",False,"202409201002"
2401,"Brylowski",True,"202409201002"
2400,"Bajko",True,"202409201002"
2399,"Sarnawśkyj",False,"202409201002"
2397,"Gutowski",True,"202409201002"
2396,"Kornobis",True,"202409201002"
2395,"Mędrala",True,"202409201002"
2394,"Nuno",False,"202409201002"
2393,"Nagamatsu",False,"202409201002"
2392,"Wolski",True,"202409201002"
2391,"Villar",False,"202409201002"
2390,"Stryjek",False,"202409201002"
2389,"Diaby-Fadiga",False,"202409201002"
2388,"Sánchez",False,"202409201002"
2387,"Josema",False,"202409201002"
2386,"Hellebrand",False,"202409201002"
2385,"Ambros",False,"202409201002"
2384,"Galán",False,"202409201002"
2379,"Bród",True,"202409201002"
2378,"Baranowicz",True,"202409201002"
2376,"Trepka",True,"202409201002"
