"PLAYER_INDEX","POPULARITY","DATE","CLUB","PRICE","NAME","COUNTRY","PREVIOUS_CLUB","SUM_GOALS","SUM_ASSISSTS","SUM_POINTS","POSITION"
2404,141,"202408310108","Lechia Gdańsk","1.70","Miłosz Kałahur","Polska","Resovia",0,0,5,"Obrońca"
2405,319,"202408310108","Lechia Gdańsk","1.80","Elias Olsson","Szwecja","Kalmar FF",0,0,5,"Obrońca"
2150,22,"202408310108","Lechia Gdańsk","1.80","Tomasz Wójtowicz","Polska","Ruch Chorzów",0,0,5,"Pomocnik"
1402,110,"202408310108","Radomiak Radom","1.40","Radosław Cielemęcki","Polska","Wisła Płock",0,0,5,"Pomocnik"
2427,144,"202408310108","Motor Lublin","1.50","Kacper Wełniak","Polska","Podbeskidzie Bielsko-Biała",0,0,5,"Napastnik"
1922,272,"202408310108","Lechia Gdańsk","1.60","Dominik Piła","Polska","Chrobry Głogów",0,0,5,"Obrońca"
2449,308,"202408310108","Raków Częstochowa","2.10","Lázaros Lamprou","Grecja","SBV Excelsior (Rotterdam)",0,0,5,"Pomocnik"
2199,85,"202408310108","Widzew Łódź","1.80","Luís Silva","Portugalia","Énossis Néon Paralimníou",0,0,5,"Obrońca"
1444,5,"202408310108","Stal Mielec","1.70","Robert Dadok","Polska","Ruch Chorzów",0,0,5,"Pomocnik"
231,579,"202408310108","Piast Gliwice","1.70","Tomasz Mokwa","Polska","Flota Świnoujście",0,0,5,"Obrońca"
1004,257,"202408310108","GKS Katowice","1.60","Jakub Arak","Polska","Raków Częstochowa",0,0,5,"Napastnik"
501,62,"202408310108","Korona Kielce","1.70","Piotr Malarczyk","Polska","Piast Gliwice",0,0,5,"Obrońca"
2371,34,"202408310108","Cracovia","1.60","Bartosz Biedrzycki","Polska","Polonia Warszawa",0,0,4,"Pomocnik"
1092,1432,"202408310108","Śląsk Wrocław","2.00","Piotr Samiec-Talar","Polska","GKS Katowice",0,0,4,"Pomocnik"
1918,219,"202408310108","Górnik Zabrze","1.70","Paweł Olkowski","Polska","Gazişehir Gaziantep FK",0,0,4,"Obrońca"
1671,84,"202408310108","Stal Mielec","1.40","Dawid Tkacz","Polska","Widzew Łódź",0,0,4,"Pomocnik"
2454,33,"202408310108","Korona Kielce","1.80","Pau Resta","Hiszpania","CE Sabadell FC",0,0,4,"Obrońca"
2466,50,"202408310108","Śląsk Wrocław","1.80","Arnau Ortiz","Hiszpania","FC Cartagena",0,0,4,"Pomocnik"
950,92,"202408310108","Radomiak Radom","1.80","Mateusz Cichocki","Polska","Zagłębie Sosnowiec",0,0,4,"Obrońca"
1491,52,"202408310108","Cracovia","1.70","Patryk Janasik","Polska","Śląsk Wrocław",0,0,4,"Obrońca"
2270,59,"202408310108","Lechia Gdańsk","1.80","Serhij Bułeca","Ukraina","Zagłębie Lubin",0,0,4,"Pomocnik"
1539,881,"202408310108","Raków Częstochowa","2.20","Iván López","Hiszpania","SD Ponferradina",0,0,3,"Pomocnik"
774,745,"202408310108","GKS Katowice","1.70","Sebastian Bergier","Polska","Śląsk Wrocław",0,0,3,"Napastnik"
1800,41,"202408310108","Legia Warszawa","1.80","Jurgen Çelhaka","Albania","KF Tirana",0,0,3,"Pomocnik"
807,90,"202408310108","Puszcza Niepołomice","1.70","Wojciech Hajda","Polska","Sandecja Nowy Sącz",0,0,3,"Pomocnik"
2090,9,"202408310108","Radomiak Radom","1.80","Chrístos Dónis","Grecja","Ascoli Calcio",0,0,3,"Pomocnik"
2363,389,"202408310108","Śląsk Wrocław","1.00","Jakub Jezierski","Polska","Śląsk II Wrocław",0,0,3,"Pomocnik"
2119,628,"202408310108","Śląsk Wrocław","1.60","Łukasz Gerstenstein","Polska","Stal Mielec",0,0,3,"Obrońca"
1373,393,"202408310108","Raków Częstochowa","1.80","Ben Lederman","USA","Hakoah Amidar Ramat Gan",0,0,3,"Pomocnik"
2403,45,"202408310108","Lechia Gdańsk","1.70","Loup-Diwan Guého","Francja","SC Bastia",0,0,3,"Obrońca"
2422,72,"202408310108","Motor Lublin","1.50","Rafał Król","Polska","Stal Kraśnik",0,0,3,"Pomocnik"
2430,1459,"202408310108","Legia Warszawa","2.20","Jean-Pierre Nsame","Kamerun","Como 1907",0,0,3,"Napastnik"
640,638,"202408310108","KGHM Zagłębie Lubin","1.80","Bartosz Kopacz","Polska","Lechia Gdańsk",0,0,3,"Obrońca"
2478,5,"202408310108","Śląsk Wrocław","1.70","Tudor Băluță","Rumunia","Farul Constanța",0,0,3,"Pomocnik"
1720,43,"202408310108","Piast Gliwice","1.70","Miguel Muñoz","Hiszpania","Real Murcia CF",0,0,3,"Obrońca"
2493,8,"202408310108","Lechia Gdańsk","1.70","Anton Tsarenko","Ukraina","Dynamo Kijów",0,0,3,"Pomocnik"
2261,888,"202408310108","Górnik Zabrze","1.50","Dominik Szala","Polska","Górnik II Zabrze",0,0,3,"Obrońca"
2094,921,"202408310108","Śląsk Wrocław","1.00","Filip Rejczyk","Polska","Legia Warszawa",0,0,2,"Pomocnik"
2100,40,"202408310108","Jagiellonia Białystok","1.70","Dušan Stojinović","Słowenia","NK Celje",0,0,2,"Obrońca"
1854,335,"202408310108","Górnik Zabrze","1.00","Nikodem Zielonka","Polska","Zagłębie Sosnowiec",0,0,2,"Pomocnik"
2367,708,"202408310108","Lech Poznań","0.70","Wojciech Mońka","Polska","wychowanek",0,0,2,"Obrońca"
1858,131,"202408310108","GKS Katowice","1.40","Jakub Antczak","Polska","Lech Poznań",0,0,2,"Pomocnik"
1859,462,"202408310108","Lech Poznań","1.70","Maksymilian Pingot","Polska","Lech Poznań",0,0,2,"Obrońca"
2378,81,"202408310108","GKS Katowice","1.40","Bartosz Baranowicz","Polska","Skra Częstochowa",0,0,2,"Pomocnik"
2407,63,"202408310108","Lechia Gdańsk","1.50","Louis D'Arrigo","Australia","Adelaide United FC",0,0,2,"Pomocnik"
1393,139,"202408310108","Motor Lublin","1.70","Kamil Kruk","Polska","Zagłębie Lubin",0,0,2,"Obrońca"
2440,212,"202408310108","Śląsk Wrocław","1.90","Junior Eyamba","Szwajcaria","BSC Young Boys Berno II",0,0,2,"Napastnik"
1440,63,"202408310108","Pogoń Szczecin","1.60","Wojciech Lisowski","Polska","Stal Mielec",0,0,2,"Obrońca"
1698,64,"202408310108","Cracovia","1.80","Karol Knap","Polska","Puszcza Niepołomice",0,0,2,"Pomocnik"
2487,260,"202408310108","Korona Kielce","0.70","Igor Kośmicki","Polska","Stomil Olsztyn",0,0,2,"Obrońca"
1464,92,"202408310108","KGHM Zagłębie Lubin","2.00","Kajetan Szmyt","Polska","Warta Poznań",0,0,2,"Pomocnik"
701,292,"202408310108","Legia Warszawa","2.00","Patryk Kun","Polska","Raków Częstochowa",0,0,2,"Obrońca"
1982,775,"202408310108","Pogoń Szczecin","0.70","Jakub Lis","Polska","AP Pogoń Szczecin",0,0,2,"Obrońca"
2498,23,"202408310108","Lech Poznań","1.90","Patrik Wålemark","Szwecja","SC Heerenveen",0,0,2,"Pomocnik"
1994,827,"202408310108","Korona Kielce","0.70","Miłosz Strzeboński","Polska","Podgórze Kraków",0,0,2,"Pomocnik"
2251,216,"202408310108","Jagiellonia Białystok","0.70","Alan Rybak","Polska","wychowanek",0,0,2,"Napastnik"
1244,44,"202408310108","Korona Kielce","1.40","Wojciech Kamiński","Polska","Odra Opole",0,0,2,"Pomocnik"
1771,152,"202408310108","KGHM Zagłębie Lubin","1.70","Bartłomiej Kłudka","Polska","Zagłębie II Lubin",0,0,2,"Obrońca"
2302,579,"202408310108","Korona Kielce","0.70","Adam Chojecki","Polska","Pogoń Szczecin",0,0,2,"Pomocnik"
2069,276,"202408310108","Piast Gliwice","1.00","Szczepan Mucha","Polska","Rekord Bielsko-Biała",0,0,1,"Napastnik"
278,6,"202408310108","Jagiellonia Białystok","2.00","Marcin Listkowski","Polska","Calcio Lecco 1912",0,0,1,"Pomocnik"
2076,48,"202408310108","Radomiak Radom","1.80","Jean Franco Sarmiento","Kolumbia","Odra Opole",0,0,1,"Napastnik"
2339,67,"202408310108","Radomiak Radom","1.70","Guilherme Zimovski","Brazylia","Capivariano FC",0,0,1,"Pomocnik"
1574,2074,"202408310108","Lech Poznań","2.10","Bartosz Salamon","Polska","SPAL 2013",0,0,1,"Obrońca"
2107,51,"202408310108","Pogoń Szczecin","1.70","Danijel Lončar","Chorwacja","NK Osijek",0,0,1,"Obrońca"
830,303,"202408310108","Śląsk Wrocław","1.70","Serafin Szota","Polska","Widzew Łódź",0,0,1,"Obrońca"
2402,139,"202408310108","Lechia Gdańsk","1.70","Andrei Chindriș","Rumunia","FC UTA Arad",0,0,1,"Obrońca"
2433,15,"202408310108","Puszcza Niepołomice","1.50","Patryk Kieliś","Polska","Hutnik Kraków",0,0,1,"Pomocnik"
130,496,"202408310108","KGHM Zagłębie Lubin","1.60","Jasmin Burić","Bośnia i Hercegowina","Hapoel Hajfa",0,0,1,"Bramkarz"
1925,85,"202408310108","Legia Warszawa","1.80","Gabriel Kobylak","Polska","Radomiak Radom",0,0,1,"Bramkarz"
402,23,"202408310108","KGHM Zagłębie Lubin","1.70","Arkadiusz Woźniak","Polska","GKS Katowice",0,0,1,"Pomocnik"
2456,26,"202408310108","Motor Lublin","1.70","Christopher Simon","Senegal","Génération Foot Dakar",0,0,1,"Pomocnik"
2465,215,"202408310108","Motor Lublin","1.00","Patryk Romanowski","Polska","Polonia Bytom",0,0,1,"Obrońca"
1194,60,"202408310108","Śląsk Wrocław","1.70","Aleksander Paluszek","Polska","Górnik Zabrze",0,0,1,"Obrońca"
2221,47,"202408310108","Stal Mielec","1.50","Mateusz Stępień","Polska","Arka Gdynia",0,0,1,"Pomocnik"
2484,11,"202408310108","Jagiellonia Białystok","2.00","Tomás Costa Silva","Portugalia","FC Vizela",0,0,1,"Obrońca"
2488,2,"202408310108","Lech Poznań","1.70","Ian Hoffman","Usa","Moss FK",0,0,1,"Obrońca"
1469,73,"202408310108","Raków Częstochowa","1.60","Jakub Myszor","Polska","Cracovia",0,0,1,"Pomocnik"
2012,1254,"202408310108","Radomiak Radom","0.70","Krystian Okoniewski","Polska","Lechia Gdańsk",0,0,1,"Napastnik"
1773,707,"202408310108","Lechia Gdańsk","1.20","Szymon Weirauch","Polska","Zagłębie Lubin",0,0,1,"Bramkarz"
243,522,"202408310108","GKS Katowice","1.70","Mateusz Mak","Polska","Stal Mielec",0,0,1,"Pomocnik"
2295,682,"202408310108","Korona Kielce","0.70","Daniel Bąk","Polska","Korona II Kielce",0,0,1,"Napastnik"
2304,1770,"202408310108","Śląsk Wrocław","0.70","Bartosz Głogowski","Polska","Śląsk II Wrocław",0,0,0,"Bramkarz"
769,49,"202408310108","Śląsk Wrocław","1.70","Konrad Poprawa","Polska","wychowanek",0,0,0,"Obrońca"
514,1125,"202408310108","Śląsk Wrocław","2.00","Łukasz Bejger","Polska","Manchester United FC (rezerwy)",0,0,0,"Obrońca"
2306,423,"202408310108","Raków Częstochowa","0.70","Tobiasz Mras","Polska","GKS Bełchatów",0,0,0,"Pomocnik"
1283,48,"202408310108","KGHM Zagłębie Lubin","1.40","Daniel Dudziński","Polska","GKS Katowice",0,0,0,"Pomocnik"
2052,2580,"202408310108","Korona Kielce","0.70","Rafał Mamla","Polska","wychowanek",0,0,0,"Bramkarz"
1029,302,"202408310108","Jagiellonia Białystok","1.00","Bartłomiej Żynel","Polska","Stolem Gniewino",0,0,0,"Bramkarz"
2053,213,"202408310108","Cracovia","1.90","Sebastian Madejski","Polska","Motor Lublin",0,0,0,"Bramkarz"
2311,2969,"202408310108","Widzew Łódź","0.70","Paweł Kwiatkowski","Polska","JSS Toruń (juniorzy)",0,0,0,"Obrońca"
2056,565,"202408310108","Widzew Łódź","0.70","Mateusz Kempski","Polska","GKS Bełchatów",0,0,0,"Napastnik"
2057,552,"202408310108","Radomiak Radom","0.70","Józef Kolasa","Polska","Radomiak II Radom",0,0,0,"Pomocnik"
2059,1230,"202408310108","KGHM Zagłębie Lubin","0.70","Jakub Kolan","Polska","Zagłębie II Lubin",0,0,0,"Obrońca"
2061,530,"202408310108","Śląsk Wrocław","0.70","Mateusz Stawny","Polska","Śląsk II Wrocław",0,0,0,"Obrońca"
15,12,"202408310108","KGHM Zagłębie Lubin","1.70","Hubert Adamczyk","Polska","Arka Gdynia",0,0,0,"Pomocnik"
2063,906,"202408310108","Piast Gliwice","0.70","Piotr Liszewski","Polska","wychowanek",0,0,0,"Obrońca"
1040,216,"202408310108","Jagiellonia Białystok","0.80","Michał Ozga","Polska","Wigry Suwałki",0,0,0,"Obrońca"
1041,416,"202408310108","Śląsk Wrocław","1.80","Patryk Klimala","Polska","Hapoel Beer Szewa",0,0,0,"Napastnik"
2066,54,"202408310108","Korona Kielce","2.00","Nono","Hiszpania","UD Ibiza",0,0,0,"Pomocnik"
2067,98,"202408310108","Korona Kielce","1.80","Dominick Zator","Polska","York United FC",0,0,0,"Obrońca"
789,0,"202408310108","Stal Mielec","1.30","Karol Dybowski","Polska","Chrobry Głogów",0,0,0,"Bramkarz"
2070,1093,"202408310108","Piast Gliwice","0.70","Bartłomiej Jelonek","Polska","AS Lubliniec",0,0,0,"Bramkarz"
2328,304,"202408310108","Stal Mielec","0.70","Szymon Gierlach","Polska","Beniaminek Krosno",0,0,0,"Pomocnik"
1561,222,"202408310108","Jagiellonia Białystok","0.70","Szymon Pankiewicz","Polska","wychowanek",0,0,0,"Obrońca"
2074,231,"202408310108","Pogoń Szczecin","0.90","Maciej Kowal","Polska","Siarka Tarnobrzeg",0,0,0,"Bramkarz"
2332,404,"202408310108","Śląsk Wrocław","0.70","Mikołaj Tudruj","Polska","Lech II Poznań",0,0,0,"Obrońca"
1822,932,"202408310108","KGHM Zagłębie Lubin","0.70","Alexander Steffen","Polska","wychowanek",0,0,0,"Bramkarz"
2334,29,"202408310108","Widzew Łódź","1.80","Noah Diliberto","Francja","RC Lens",0,0,0,"Pomocnik"
2080,69,"202408310108","Radomiak Radom","1.90","Francisco Ramos","Portugalia","CD Nacional Funchal",0,0,0,"Pomocnik"
1569,567,"202408310108","Cracovia","0.70","Oskar Wójcik","Polska","wychowanek",0,0,0,"Obrońca"
1316,112,"202408310108","Jagiellonia Białystok","0.70","Mikołaj Wasilewski","-","Jagiellonia Białystok (juniorzy)",0,0,0,"Pomocnik"
2085,16,"202408310108","Korona Kielce","1.80","Marcus Godinho","Kanada","Vancouver Whitecaps",0,0,0,"Obrońca"
1830,678,"202408310108","Jagiellonia Białystok","0.70","Miłosz Piekutowski","Polska","wychowanek",0,0,0,"Bramkarz"
2343,93,"202408310108","Lech Poznań","0.70","Kornel Lisman","Polska","FASE Szczecin",0,0,0,"Pomocnik"
2344,80,"202408310108","Legia Warszawa","0.70","Jakub Adkonis","Polska","Legia II Warszawa",0,0,0,"Pomocnik"
2346,165,"202408310108","Legia Warszawa","0.70","Jakub Żewłakow","Polska","Legia Warszawa (juniorzy)",0,0,0,"Pomocnik"
2347,69,"202408310108","Pogoń Szczecin","0.70","Kacper Gołębiowski","Polska","Stadion Śląski Chorzów",0,0,0,"Pomocnik"
1580,145,"202408310108","Legia Warszawa","0.70","Patryk Konik","Polska","UMKS Piaseczno",0,0,0,"Obrońca"
2348,231,"202408310108","Pogoń Szczecin","0.70","Antoni Klukowski","Polska","Legia Warszawa",0,0,0,"Napastnik"
558,424,"202408310108","Raków Częstochowa","1.70","Dušan Kuciak","Słowacja","Lechia Gdańsk",0,0,0,"Bramkarz"
1838,178,"202408310108","Lechia Gdańsk","1.80","Luis Fernández","Hiszpania","Wisła Kraków",0,0,0,"Pomocnik"
2096,21,"202408310108","Cracovia","1.50","Kacper Śmiglewski","Polska","MKS Polonia Warszawa",0,0,0,"Napastnik"
2352,273,"202408310108","Cracovia","0.70","Fabian Bzdyl","Polska","Cracovia (juniorzy)",0,0,0,"Pomocnik"
1331,18,"202408310108","Puszcza Niepołomice","1.60","Thiago Rodrigues de Souza","Brazylia","Cracovia",0,0,0,"Pomocnik"
1843,23,"202408310108","Piast Gliwice","1.80","Constantin Reiner","Austria","SC Rheindorf Altach",0,0,0,"Obrońca"
2103,614,"202408310108","Górnik Zabrze","0.70","Kamil Soberka","Polska","wychowanek",0,0,0,"Bramkarz"
2361,771,"202408310108","Puszcza Niepołomice","0.70","Adam Sendor","Polska","wychowanek",0,0,0,"Obrońca"
1851,34,"202408310108","Lech Poznań","1.50","Filip Wilak","Polska","Ruch Chorzów",0,0,0,"Pomocnik"
2366,703,"202408310108","Cracovia","0.70","Konrad Golonka","Polska","wychowanek",0,0,0,"Bramkarz"
63,416,"202408310108","Jagiellonia Białystok","1.50","Paweł Olszewski","Polska","FC Wrocław Academy Wrocław",0,0,0,"Obrońca"
64,713,"202408310108","Stal Mielec","1.20","Kamil Pajnowski","Polska","Stal Rzeszów",0,0,0,"Obrońca"
2112,167,"202408310108","Korona Kielce","1.20","Jakub Konstantyn","Polska","Korona II Kielce",0,0,0,"Pomocnik"
2368,140,"202408310108","Górnik Zabrze","0.70","Aleksander Tobolik","Polska","Górnik II Zabrze",0,0,0,"Pomocnik"
1089,181,"202408310108","Korona Kielce","1.50","Marcel Zapytowski","Polska","Resovia",0,0,0,"Bramkarz"
2369,131,"202408310108","Stal Mielec","0.70","Alex Cetnar","Polska","Cagliari Calcio (juniorzy)",0,0,0,"Pomocnik"
66,577,"202408310108","Puszcza Niepołomice","1.70","Łukasz Sołowiej","Polska","GKS Tychy",0,0,0,"Obrońca"
2114,477,"202408310108","Cracovia","0.70","Jakub Burek","Polska","Pogoń Siedlce",0,0,0,"Bramkarz"
2373,373,"202408310108","GKS Katowice","1.10","Przemysław Pęksa","Polska","Stal Rzeszów",0,0,0,"Bramkarz"
2374,1900,"202408310108","GKS Katowice","0.70","Patryk Szczuka","Polska","LKS Goczałkowice Zdrój",0,0,0,"Bramkarz"
2375,112,"202408310108","GKS Katowice","1.50","Bartosz Jaroszek","Polska","GKS 1962 Jastrzębie",0,0,0,"Obrońca"
2376,1776,"202408310108","GKS Katowice","0.70","Łukasz Trepka","Polska","Orbita Bukowno",0,0,0,"Obrońca"
2379,154,"202408310108","GKS Katowice","0.80","Alan Bród","Polska","Unia Dąbrowa Górnicza",0,0,0,"Pomocnik"
2124,196,"202408310108","Śląsk Wrocław","1.30","Hubert Muszyński","Polska","Śląsk II Wrocław",0,0,0,"Obrońca"
2381,168,"202408310108","GKS Katowice","0.70","Szymon Krawczyk","Polska","Zagłębie Sosnowiec",0,0,0,"Pomocnik"
1358,257,"202408310108","Pogoń Szczecin","1.70","Krzysztof Kamiński","Polska","Wisła Płock",0,0,0,"Bramkarz"
1870,80,"202408310108","Radomiak Radom","0.70","Jakub Snopczyński","Polska","AS Radomiak Radom",0,0,0,"Pomocnik"
2382,362,"202408310108","GKS Katowice","0.90","Kacper Pietrzyk","Polska","Orbita Bukowno",0,0,0,"Napastnik"
1618,369,"202408310108","Motor Lublin","1.40","Krystian Palacz","Polska","Sandecja Nowy Sącz",0,0,0,"Obrońca"
1875,90,"202408310108","Śląsk Wrocław","1.80","Patrick Olsen","Dania","Århus GF",0,0,0,"Pomocnik"
1622,17,"202408310108","Jagiellonia Białystok","0.70","Jakub Orpik","Polska","AP Jagiellonia Białystok",0,0,0,"Pomocnik"
2134,246,"202408310108","Lech Poznań","0.70","Bartosz Tomaszewski","Polska","wychowanek",0,0,0,"Obrońca"
2390,381,"202408310108","Jagiellonia Białystok","1.90","Maksymilian Stryjek","Polska","Crewe Alexandra FC",0,0,0,"Bramkarz"
2392,92,"202408310108","Jagiellonia Białystok","0.70","Filip Wolski","Polska","Lech Poznań",0,0,0,"Pomocnik"
2395,290,"202408310108","Lech Poznań","0.70","Mateusz Mędrala","Polska","BBTS Podbeskidzie Bielsko-Biała",0,0,0,"Bramkarz"
2396,111,"202408310108","Lech Poznań","0.70","Igor Kornobis","Polska","Wełna Rogoźno",0,0,0,"Napastnik"
2397,653,"202408310108","Lechia Gdańsk","0.70","Kacper Gutowski","Polska","Wda Świecie",0,0,0,"Bramkarz"
2400,305,"202408310108","Lechia Gdańsk","0.80","Marcel Bajko","Polska","Jaguar Gdańsk",0,0,0,"Obrońca"
2401,617,"202408310108","Lechia Gdańsk","0.70","Bartosz Brylowski","Polska","Czarni Pruszcz Gdański",0,0,0,"Obrońca"
610,39,"202408310108","GKS Katowice","1.60","Adrian Danek","Polska","Korona Kielce",0,0,0,"Obrońca"
1635,152,"202408310108","Lechia Gdańsk","1.40","Filip Koperski","Polska","UE Sants (juniorzy)",0,0,0,"Obrońca"
1638,183,"202408310108","Lech Poznań","0.70","Norbert Pacławski","Polska","Lech II Poznań",0,0,0,"Napastnik"
2409,145,"202408310108","Lechia Gdańsk","0.70","Adam Kardaś","Polska","Jaguar Gdańsk",0,0,0,"Pomocnik"
1389,311,"202408310108","Lech Poznań","1.80","Filip Bednarek","-","SC Heerenveen",0,0,0,"Bramkarz"
2158,1003,"202408310108","Puszcza Niepołomice","0.70","Filip Gil","Polska","Cracovia",0,0,0,"Obrońca"
1911,46,"202408310108","Lech Poznań","0.70","Maksym Czekała","Polska","Lech II Poznań",0,0,0,"Pomocnik"
2167,14,"202408310108","Puszcza Niepołomice","1.70","Rok Kidrič","Słowenia","NK Aluminij Kidričevo",0,0,0,"Napastnik"
1660,95,"202408310108","Motor Lublin","1.60","Kacper Śpiewak","Polska","Bruk-Bet Termalica Nieciecza",0,0,0,"Napastnik"
2429,222,"202408310108","Legia Warszawa","1.30","Marcel Mendes-Dudziński","Polska","SL e Benfica",0,0,0,"Bramkarz"
2434,759,"202408310108","Puszcza Niepołomice","0.70","Michał Perchel","Polska","Karpaty Krosno",0,0,0,"Bramkarz"
1669,47,"202408310108","Piast Gliwice","1.80","Serhij Krykun","Ukraina","Górnik Łęczna",0,0,0,"Pomocnik"
2437,51,"202408310108","Raków Częstochowa","1.90","Vassílis Sourlís","Grecja","AGS Astéras Trípolis",0,0,0,"Pomocnik"
2441,10,"202408310108","Śląsk Wrocław","1.80","Simon Schierack","Niemcy","RB Leipzig (juniorzy)",0,0,0,"Pomocnik"
1930,1006,"202408310108","Raków Częstochowa","2.30","John Yeboah","Niemcy","Śląsk Wrocław",0,0,0,"Pomocnik"
2442,52,"202408310108","Widzew Łódź","1.80","Kreshnik Hajrizi","Kosowao","FC Lugano",0,0,0,"Obrońca"
1675,436,"202408310108","Górnik Zabrze","1.80","Filip Majchrowicz","Polska","Radomiak Radom",0,0,0,"Bramkarz"
1936,557,"202408310108","Korona Kielce","0.70","Hubert Szulc","Polska","Lech II Poznań",0,0,0,"Napastnik"
1681,1,"202408310108","Radomiak Radom","1.70","Michał Kaput","Polska","Piast Gliwice",0,0,0,"Pomocnik"
1942,131,"202408310108","Widzew Łódź","0.70","Filip Zawadzki","Polska","wychowanek",0,0,0,"Pomocnik"
2198,744,"202408310108","Widzew Łódź","0.80","Jan Krzywański","Polska","Legionovia Legionowo",0,0,0,"Bramkarz"
2455,1323,"202408310108","Cracovia","0.70","Jakub Pestka","Polska","wychowanek",0,0,0,"Obrońca"
408,404,"202408310108","Puszcza Niepołomice","1.70","Artur Siemaszko","Polska","Arka Gdynia",0,0,0,"Napastnik"
409,202,"202408310108","Stal Mielec","1.50","Konrad Jałocha","Polska","GKS Tychy",0,0,0,"Bramkarz"
1433,1037,"202408310108","Stal Mielec","0.70","Mateusz Dudek","Polska","Olimpia Elbląg",0,0,0,"Bramkarz"
1946,183,"202408310108","Widzew Łódź","1.90","Fabio Nunes","Portugalia","SC Farense",0,0,0,"Pomocnik"
1435,66,"202408310108","GKS Katowice","1.80","Rafał Strączek","Polska","FC Girondins de Bordeaux",0,0,0,"Bramkarz"
2459,98,"202408310108","Cracovia","0.80","Oskar Lachowicz","Polska","Spezia Calcio",0,0,0,"Pomocnik"
2460,33,"202408310108","Jagiellonia Białystok","0.70","Szymon Stypułkowski","Polska","wychowanek",0,0,0,"Pomocnik"
159,257,"202408310108","Motor Lublin","1.50","Łukasz Budziłek","Polska","Bruk-Bet Termalica Nieciecza",0,0,0,"Bramkarz"
2207,106,"202408310108","Korona Kielce","0.70","Szymon Gałązka","Polska","AKS SMS Łódź",0,0,0,"Pomocnik"
672,264,"202408310108","Śląsk Wrocław","1.60","Tomasz Loska","Polska","Bruk-Bet Termalica Nieciecza",0,0,0,"Bramkarz"
2464,625,"202408310108","Motor Lublin","0.70","Igor Bartnik","Polska","Orlęta Radzyń Podlaski",0,0,0,"Bramkarz"
2210,129,"202408310108","Lech Poznań","1.90","Miha Blažič","Słowenia","Angers SCO",0,0,0,"Obrońca"
2211,27,"202408310108","Legia Warszawa","2.20","Juergen Elitim","Kolumbia","Real Racing Club de Santander",0,0,0,"Pomocnik"
2467,25,"202408310108","Legia Warszawa","0.70","Mateusz Szczepaniak","Polska","wychowanek",0,0,0,"Pomocnik"
2468,70,"202408310108","Radomiak Radom","0.70","Krystian Harciński","Polska","Jodła Jedlnia-Letnisko",0,0,0,"Bramkarz"
2469,5,"202408310108","Lech Poznań","0.70","Tymoteusz Gmur","Polska","wychowanek",0,0,0,"Pomocnik"
2470,5,"202408310108","Lech Poznań","0.70","Igor Brzyski","Polska","wychowanek",0,0,0,"Pomocnik"
2472,6,"202408310108","Korona Kielce","1.70","Bartłomiej Smolarczyk","Polska","FC Dordrecht",0,0,0,"Obrońca"
2475,24,"202408310108","Widzew Łódź","0.70","Jakub Grzejszczak","Polska","Widzew II Łódź",0,0,0,"Obrońca"
2477,28,"202408310108","KGHM Zagłębie Lubin","0.70","Marcel Reguła","Polska","Zagłębie II Lubin",0,0,0,"Napastnik"
2479,6,"202408310108","Raków Częstochowa","1.90","David Ezeh","Finlandia","Klubi 04",0,0,0,"Napastnik"
1457,15,"202408310108","Korona Kielce","1.60","Mateusz Czyżycki","Polska","GKS Tychy",0,0,0,"Pomocnik"
2482,25,"202408310108","Motor Lublin","1.80","Sergi Samper","Hiszpania","FC Andorra",0,0,0,"Pomocnik"
692,903,"202408310108","Raków Częstochowa","1.90","Zoran Arsenić","Chorwacja","Jagiellonia Białystok",0,0,0,"Obrońca"
2228,165,"202408310108","Widzew Łódź","0.70","Filip Przybułek","Polska","Widzew II Łódź",0,0,0,"Pomocnik"
181,299,"202408310108","Widzew Łódź","2.40","Bartłomiej Pawłowski","Polska","Śląsk Wrocław",0,0,0,"Pomocnik"
2485,9,"202408310108","Puszcza Niepołomice","0.70","Dawid Kogut","Polska","wychowanek",0,0,0,"Pomocnik"
2486,27,"202408310108","Stal Mielec","0.70","Maksymilian Szady","Polska","Stal II Mielec",0,0,0,"Obrońca"
2489,4,"202408310108","Piast Gliwice","1.70","Levis Pitan","Polska","Sheffield United FC (rezerwy)",0,0,0,"Obrońca"
2235,35,"202408310108","Piast Gliwice","1.40","Filip Karbowy","Polska","Chojniczanka Chojnice",0,0,0,"Pomocnik"
2491,7,"202408310108","Pogoń Szczecin","0.70","Maciej Wojciechowski","Polska","Pogoń II Szczecin",0,0,0,"Pomocnik"
2492,14,"202408310108","Śląsk Wrocław","0.70","Hubert Śliczniak","Polska","wychowanek",0,0,0,"Bramkarz"
2495,60,"202408310108","Legia Warszawa","1.60","Maximillian Oyedele","Polska","Manchester United FC (rezerwy)",0,0,0,"Pomocnik"
2496,5,"202408310108","Radomiak Radom","1.60","Paulo Henrique","Portugalia","CD Santa Clara",0,0,0,"Obrońca"
2497,0,"202408310108","Stal Mielec","1.70","Pétros Bangaliánis","Grecja","Olympiakós SFP B",0,0,0,"Obrońca"
2499,25,"202408310108","Górnik Zabrze","1.80","Sinan Bakış","Turcja","Real Zaragoza CD",0,0,0,"Napastnik"
2245,15,"202408310108","Stal Mielec","1.70","Rafael Santos","Portugalia","Real SC",0,0,0,"Pomocnik"
